Origem;UF_Origem;Destino;UF_Destino;Passageiros(PAX);viagens necessárias em regime de eficiência (ICM);empresas;classificação do mercado
Agua Clara;MS;Sao Paulo;SP;498;18;3;SUBSIDIÁRIO
Agua Clara;MS;Taubate;SP;10;1;1;SUBSIDIÁRIO
Agua Clara;MS;Tupa;SP;19;1;2;SUBSIDIÁRIO
Agua Clara;MS;Tupi Paulista;SP;108;4;2;SUBSIDIÁRIO
Agua Clara;MS;Uberlandia;MG;132;5;1;SUBSIDIÁRIO
Agua Clara;MS;Volta Redonda;RJ;11;1;1;SUBSIDIÁRIO
Agua Doce Do Maranhao;MA;Luis Correia;PI;318;12;1;SUBSIDIÁRIO
Agua Doce Do Maranhao;MA;Sobral;CE;135;5;1;SUBSIDIÁRIO
Agua Fria De Goias;GO;Brasilia;DF;100;4;1;SUBSIDIÁRIO
Aguas Belas;PE;Paulo Afonso;BA;125;5;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Araguaina;TO;41;2;2;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Barra Do Corda;MA;67;3;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Brasilia;DF;4;1;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Colinas Do Tocantins;TO;5;1;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Dom Pedro;MA;11;1;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Estreito;MA;12;1;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Grajau;MA;32;2;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Guarai;TO;7;1;2;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Gurupi;TO;43;2;3;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Igarape Grande;MA;48;2;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Lago Da Pedra;MA;154;6;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Lago Dos Rodrigues;MA;50;2;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Palmas;TO;19;1;2;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Paraiso Do Tocantins;TO;13;1;3;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Pedreiras;MA;56;2;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Peritoro;MA;5;1;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Porto Franco;MA;5;1;1;SUBSIDIÁRIO
Aguas Lindas De Goias;GO;Presidente Dutra;MA;49;2;1;SUBSIDIÁRIO
Aguas Mornas;SC;Carazinho;RS;14;1;1;SUBSIDIÁRIO
Aguas Mornas;SC;Passo Fundo;RS;7;1;1;SUBSIDIÁRIO
Aguia Branca;ES;Mantena;MG;528;19;1;SUBSIDIÁRIO
Aguiarnopolis;TO;Ananindeua;PA;51;2;3;SUBSIDIÁRIO
Aguiarnopolis;TO;Anapolis;GO;161;6;6;SUBSIDIÁRIO
Aguiarnopolis;TO;Belem;PA;497;18;3;SUBSIDIÁRIO
Aguiarnopolis;TO;Castanhal;PA;110;4;3;SUBSIDIÁRIO
Aguiarnopolis;TO;Dom Eliseu;PA;18;1;2;SUBSIDIÁRIO
Aguiarnopolis;TO;Goiania;GO;350;13;6;SUBSIDIÁRIO
Aguiarnopolis;TO;Imperatriz;MA;26;1;8;SUBSIDIÁRIO
Aguiarnopolis;TO;Jaragua;GO;60;3;4;SUBSIDIÁRIO
Aguiarnopolis;TO;Mae Do Rio;PA;37;2;2;SUBSIDIÁRIO
Aguiarnopolis;TO;Paragominas;PA;98;4;3;SUBSIDIÁRIO
Aguiarnopolis;TO;Porangatu;GO;4;1;5;SUBSIDIÁRIO
Aguiarnopolis;TO;Santa Ines;MA;13;1;1;SUBSIDIÁRIO
Aguiarnopolis;TO;Sao Miguel Do Guama;PA;24;1;3;SUBSIDIÁRIO
Aguiarnopolis;TO;Uruacu;GO;11;1;5;SUBSIDIÁRIO
Aguiarnopolis;TO;Xinguara;PA;1;1;1;SUBSIDIÁRIO
Aimores;MG;Baixo Guandu;ES;122;5;1;SUBSIDIÁRIO
Aimores;MG;Guarapari;ES;79;3;1;SUBSIDIÁRIO
Aimores;MG;Joao Neiva;ES;4823;173;1;SUBSIDIÁRIO
Aimores;MG;Serra;ES;3657;131;1;SUBSIDIÁRIO
Alagoinhas;BA;Aracuai;MG;29;2;1;SUBSIDIÁRIO
Alagoinhas;BA;Atibaia;SP;9;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Belo Horizonte;MG;1234;45;2;SUBSIDIÁRIO
Alagoinhas;BA;Betim;MG;5;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Brasilia;DF;3;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Caruaru;PE;7;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Cristinapolis;SE;755;27;2;SUBSIDIÁRIO
Alagoinhas;BA;Estancia;SE;831;30;2;SUBSIDIÁRIO
Alagoinhas;BA;Guarulhos;SP;14;1;2;SUBSIDIÁRIO
Alagoinhas;BA;Itabaiana;SE;390;14;1;SUBSIDIÁRIO
Alagoinhas;BA;Itaporanga D'Ajuda;SE;5554;199;3;SUBSIDIÁRIO
Alagoinhas;BA;Lagarto;SE;2491;89;1;SUBSIDIÁRIO
Alagoinhas;BA;Montes Claros;MG;22;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Osasco;SP;35;2;1;SUBSIDIÁRIO
Alagoinhas;BA;Piracicaba;SP;49;2;1;SUBSIDIÁRIO
Alagoinhas;BA;Pouso Alegre;MG;4;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Recife;PE;54;2;1;SUBSIDIÁRIO
Alagoinhas;BA;Riachao Do Dantas;SE;78;3;1;SUBSIDIÁRIO
Alagoinhas;BA;Rio De Janeiro;RJ;28;1;2;SUBSIDIÁRIO
Alagoinhas;BA;Salgado;SE;24;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Salinas;MG;2;1;1;SUBSIDIÁRIO
Alagoinhas;BA;Sao Paulo;SP;4257;153;3;SUBSIDIÁRIO
Alagoinhas;BA;Simao Dias;SE;236;9;1;SUBSIDIÁRIO
Alagoinhas;BA;Tobias Barreto;SE;2759;99;2;SUBSIDIÁRIO
Alagoinhas;BA;Umbauba;SE;593;22;1;SUBSIDIÁRIO
Alcobaca;BA;Ipatinga;MG;2768;99;1;SUBSIDIÁRIO
Alcobaca;BA;Joao Neiva;ES;43;2;1;SUBSIDIÁRIO
Alcobaca;BA;Linhares;ES;168;6;1;SUBSIDIÁRIO
Alcobaca;BA;Nanuque;MG;410;15;1;SUBSIDIÁRIO
Alcobaca;BA;Pedro Canario;ES;19;1;1;SUBSIDIÁRIO
Alcobaca;BA;Sao Mateus;ES;59;3;1;SUBSIDIÁRIO
Alcobaca;BA;Sao Paulo;SP;1616;58;1;SUBSIDIÁRIO
Alcobaca;BA;Serra Dos Aimores;MG;5;1;1;SUBSIDIÁRIO
Alcobaca;BA;Vitoria;ES;1569;57;1;SUBSIDIÁRIO
Alegre;ES;Belo Horizonte;MG;2230;80;1;SUBSIDIÁRIO
Alegre;ES;Rio De Janeiro;RJ;243;9;1;SUBSIDIÁRIO
Alegre;ES;Santo Antonio De Padua;RJ;73;3;1;SUBSIDIÁRIO
Alegrete;RS;Curitiba;PR;236;9;1;SUBSIDIÁRIO
Alegrete;RS;Florianopolis;SC;491;18;1;SUBSIDIÁRIO
Alegrete;RS;Sao Paulo;SP;103;4;1;SUBSIDIÁRIO
Alem Paraiba;MG;Barra Do Pirai;RJ;73;3;1;SUBSIDIÁRIO
Alem Paraiba;MG;Barra Mansa;RJ;690;25;2;SUBSIDIÁRIO
Alem Paraiba;MG;Itaperuna;RJ;316;12;1;SUBSIDIÁRIO
Alem Paraiba;MG;Miracema;RJ;65;3;1;SUBSIDIÁRIO
Alem Paraiba;MG;Niteroi;RJ;4716;169;2;SUBSIDIÁRIO
Alem Paraiba;MG;Nova Friburgo;RJ;6;1;2;SUBSIDIÁRIO
Alem Paraiba;MG;Petropolis;RJ;171;7;1;SUBSIDIÁRIO
Alem Paraiba;MG;Resende;RJ;40;2;1;SUBSIDIÁRIO
Alem Paraiba;MG;Santo Antonio De Padua;RJ;111;4;1;SUBSIDIÁRIO
Alem Paraiba;MG;Sao Fidelis;RJ;4;1;1;SUBSIDIÁRIO
Alem Paraiba;MG;Sapucaia;RJ;1120;40;1;SUBSIDIÁRIO
Alem Paraiba;MG;Vassouras;RJ;412;15;1;SUBSIDIÁRIO
Alem Paraiba;MG;Volta Redonda;RJ;2266;81;1;SUBSIDIÁRIO
Alfenas;MG;Barra Mansa;RJ;357;13;1;SUBSIDIÁRIO
Alfenas;MG;Campinas;SP;3325;119;1;SUBSIDIÁRIO
Alfenas;MG;Cruzeiro;SP;900;33;1;SUBSIDIÁRIO
Alfenas;MG;Resende;RJ;297;11;1;SUBSIDIÁRIO
Alfenas;MG;Ribeirao Preto;SP;2394;86;2;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Americana;SP;4;1;1;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Anapolis;GO;133;5;13;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Belem;PA;3;1;2;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Conceicao Do Araguaia;PA;1;1;3;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Goiania;GO;824;30;14;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Itumbiara;GO;46;2;2;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Jaragua;GO;2;1;10;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Ponta Grossa;PR;128;5;1;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Porangatu;GO;21;1;14;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Rio Maria;PA;1;1;2;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Santa Luzia;MA;5;1;1;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Sao Paulo;SP;11;1;1;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Uruacu;GO;5;1;14;SUBSIDIÁRIO
Alianca Do Tocantins;TO;Xinguara;PA;1;1;3;SUBSIDIÁRIO
Almas;TO;Goiania;GO;4;1;2;SUBSIDIÁRIO
Almenara;MG;Candido Sales;BA;37;2;1;SUBSIDIÁRIO
Almenara;MG;Eunapolis;BA;515;19;1;SUBSIDIÁRIO
Almenara;MG;Feira De Santana;BA;143;6;2;SUBSIDIÁRIO
Almenara;MG;Itagimirim;BA;79;3;1;SUBSIDIÁRIO
Almenara;MG;Jequie;BA;141;6;2;SUBSIDIÁRIO
Almenara;MG;Porto Seguro;BA;961;35;1;SUBSIDIÁRIO
Almenara;MG;Salvador;BA;767;28;2;SUBSIDIÁRIO
Almenara;MG;Vitoria Da Conquista;BA;331;12;1;SUBSIDIÁRIO
Alta Floresta;MT;Anapolis;GO;6;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Aragarcas;GO;18;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Barracao;PR;1;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Brasilia;DF;191;7;1;SUBSIDIÁRIO
Alta Floresta;MT;Campo Grande;MS;1120;40;2;SUBSIDIÁRIO
Alta Floresta;MT;Caruaru;PE;14;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Cascavel;PR;1454;52;2;SUBSIDIÁRIO
Alta Floresta;MT;Coxim;MS;82;3;1;SUBSIDIÁRIO
Alta Floresta;MT;Dourados;MS;479;18;2;SUBSIDIÁRIO
Alta Floresta;MT;Frederico Westphalen;RS;1;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Goiania;GO;585;21;2;SUBSIDIÁRIO
Alta Floresta;MT;Guaira;PR;844;31;2;SUBSIDIÁRIO
Alta Floresta;MT;Jatai;GO;45;2;1;SUBSIDIÁRIO
Alta Floresta;MT;Lajeado;RS;1;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Maceio;AL;14;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Marechal Candido Rondon;PR;242;9;2;SUBSIDIÁRIO
Alta Floresta;MT;Mineiros;GO;58;3;1;SUBSIDIÁRIO
Alta Floresta;MT;Mundo Novo;MS;65;3;1;SUBSIDIÁRIO
Alta Floresta;MT;Navirai;MS;204;8;2;SUBSIDIÁRIO
Alta Floresta;MT;Porto Alegre;RS;16;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Recife;PE;35;2;1;SUBSIDIÁRIO
Alta Floresta;MT;Rio Verde;GO;104;4;1;SUBSIDIÁRIO
Alta Floresta;MT;Santa Rita Do Araguaia;GO;68;3;1;SUBSIDIÁRIO
Alta Floresta;MT;Sao Gabriel Do Oeste;MS;12;1;1;SUBSIDIÁRIO
Alta Floresta;MT;Toledo;PR;478;18;2;SUBSIDIÁRIO
Altamira;PA;Aragarcas;GO;1;1;1;SUBSIDIÁRIO
Altamira;PA;Araguatins;TO;201;8;1;SUBSIDIÁRIO
Altamira;PA;Arari;MA;42;2;1;SUBSIDIÁRIO
Altamira;PA;Bacabeira;MA;50;2;1;SUBSIDIÁRIO
Altamira;PA;Barra Do Garcas;MT;1;1;2;SUBSIDIÁRIO
Altamira;PA;Bom Jesus Das Selvas;MA;23;1;2;SUBSIDIÁRIO
Altamira;PA;Buriticupu;MA;62;3;2;SUBSIDIÁRIO
Altamira;PA;Cuiaba;MT;44;2;3;SUBSIDIÁRIO
Altamira;PA;Goiania;GO;57;3;5;SUBSIDIÁRIO
Altamira;PA;Guaranta Do Norte;MT;160;6;3;SUBSIDIÁRIO
Altamira;PA;Imperatriz;MA;1491;54;2;SUBSIDIÁRIO
Altamira;PA;Itauba;MT;14;1;3;SUBSIDIÁRIO
Altamira;PA;Lucas Do Rio Verde;MT;11;1;3;SUBSIDIÁRIO
Altamira;PA;Matupa;MT;14;1;3;SUBSIDIÁRIO
Altamira;PA;Miranda Do Norte;MA;32;2;1;SUBSIDIÁRIO
Altamira;PA;Nobres;MT;1;1;2;SUBSIDIÁRIO
Altamira;PA;Nova Mutum;MT;34;2;3;SUBSIDIÁRIO
Altamira;PA;Nova Santa Helena;MT;54;2;2;SUBSIDIÁRIO
Altamira;PA;Peixoto De Azevedo;MT;4;1;2;SUBSIDIÁRIO
Altamira;PA;Primavera Do Leste;MT;4;1;2;SUBSIDIÁRIO
Altamira;PA;Santa Ines;MA;554;20;2;SUBSIDIÁRIO
Altamira;PA;Santa Luzia;MA;197;8;2;SUBSIDIÁRIO
Altamira;PA;Santa Rita;MA;206;8;1;SUBSIDIÁRIO
Altamira;PA;Sao Luis;MA;880;32;1;SUBSIDIÁRIO
Altamira;PA;Sinop;MT;79;3;3;SUBSIDIÁRIO
Altamira;PA;Sorriso;MT;4;1;3;SUBSIDIÁRIO
Altamira;PA;Terra Nova Do Norte;MT;19;1;3;SUBSIDIÁRIO
Altamira;PA;Vitoria Do Mearim;MA;93;4;1;SUBSIDIÁRIO
Alterosa;MG;Campinas;SP;497;18;1;SUBSIDIÁRIO
Alterosa;MG;Sao Paulo;SP;387;14;1;SUBSIDIÁRIO
Altinopolis;SP;Itau De Minas;MG;1;1;2;SUBSIDIÁRIO
Altinopolis;SP;Passos;MG;3;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Ananindeua;PA;32;2;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Belem;PA;52;2;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Campo Maior;PI;5;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Capanema;PA;21;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Castanhal;PA;34;2;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Dom Eliseu;PA;6;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Fortaleza;CE;40;2;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Juazeiro Do Norte;CE;5;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Maraba;PA;15;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Picos;PI;5;1;1;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Piripiri;PI;1;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Salgueiro;PE;1;1;1;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Santa Maria Do Para;PA;4;1;1;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Sobral;CE;11;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Teresina;PI;260;10;4;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Tiangua;CE;11;1;2;SUBSIDIÁRIO
Alto Alegre Do Maranhao;MA;Tucurui;PA;10;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Americana;SP;123;5;1;SUBSIDIÁRIO
Alto Araguaia;MT;Anapolis;GO;44;2;2;SUBSIDIÁRIO
Alto Araguaia;MT;Andradina;SP;3;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Aparecida Do Taboado;MS;101;4;1;SUBSIDIÁRIO
Alto Araguaia;MT;Aracatuba;SP;41;2;1;SUBSIDIÁRIO
Alto Araguaia;MT;Araraquara;SP;15;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Ariquemes;RO;3;1;3;SUBSIDIÁRIO
Alto Araguaia;MT;Belo Horizonte;MG;123;5;1;SUBSIDIÁRIO
Alto Araguaia;MT;Betim;MG;10;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Brasilia;DF;85;4;1;SUBSIDIÁRIO
Alto Araguaia;MT;Cacu;GO;196;7;1;SUBSIDIÁRIO
Alto Araguaia;MT;Campinas;SP;119;5;3;SUBSIDIÁRIO
Alto Araguaia;MT;Cassilandia;MS;428;16;1;SUBSIDIÁRIO
Alto Araguaia;MT;Catanduva;SP;983;36;2;SUBSIDIÁRIO
Alto Araguaia;MT;Chapadao Do Sul;MS;1569;57;1;SUBSIDIÁRIO
Alto Araguaia;MT;Colatina;ES;15;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Fernandopolis;SP;187;7;2;SUBSIDIÁRIO
Alto Araguaia;MT;Goiania;GO;2548;91;6;SUBSIDIÁRIO
Alto Araguaia;MT;Ilha Solteira;SP;4;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Itaja;GO;15;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Itaruma;GO;3;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Ituiutaba;MG;1061;38;2;SUBSIDIÁRIO
Alto Araguaia;MT;Itumbiara;GO;677;25;1;SUBSIDIÁRIO
Alto Araguaia;MT;Jales;SP;203;8;2;SUBSIDIÁRIO
Alto Araguaia;MT;Jatai;GO;721;26;7;SUBSIDIÁRIO
Alto Araguaia;MT;Ji-Parana;RO;15;1;3;SUBSIDIÁRIO
Alto Araguaia;MT;Juiz De Fora;MG;1;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Jundiai;SP;228;9;2;SUBSIDIÁRIO
Alto Araguaia;MT;Limeira;SP;2;1;2;SUBSIDIÁRIO
Alto Araguaia;MT;Mineiros;GO;2721;98;7;SUBSIDIÁRIO
Alto Araguaia;MT;Paranaiba;MS;529;19;2;SUBSIDIÁRIO
Alto Araguaia;MT;Pimenta Bueno;RO;20;1;3;SUBSIDIÁRIO
Alto Araguaia;MT;Resende;RJ;3;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Ribeirao Preto;SP;48;2;1;SUBSIDIÁRIO
Alto Araguaia;MT;Rio Claro;SP;116;5;2;SUBSIDIÁRIO
Alto Araguaia;MT;Rio De Janeiro;RJ;36;2;1;SUBSIDIÁRIO
Alto Araguaia;MT;Rio Verde;GO;656;24;7;SUBSIDIÁRIO
Alto Araguaia;MT;Santa Fe Do Sul;SP;191;7;2;SUBSIDIÁRIO
Alto Araguaia;MT;Santa Rita Do Araguaia;GO;16;1;3;SUBSIDIÁRIO
Alto Araguaia;MT;Sao Carlos;SP;47;2;1;SUBSIDIÁRIO
Alto Araguaia;MT;Sao Jose Do Rio Preto;SP;765;28;3;SUBSIDIÁRIO
Alto Araguaia;MT;Sao Paulo;SP;45;2;1;SUBSIDIÁRIO
Alto Araguaia;MT;Tres Lagoas;MS;13;1;1;SUBSIDIÁRIO
Alto Araguaia;MT;Uberaba;MG;64;3;2;SUBSIDIÁRIO
Alto Araguaia;MT;Uberlandia;MG;258;10;2;SUBSIDIÁRIO
Alto Araguaia;MT;Vilhena;RO;8;1;3;SUBSIDIÁRIO
Alto Araguaia;MT;Votuporanga;SP;97;4;2;SUBSIDIÁRIO
Alto Boa Vista;MT;Aragarcas;GO;9;1;3;SUBSIDIÁRIO
Alto Boa Vista;MT;Goiania;GO;73;3;3;SUBSIDIÁRIO
Alto Garcas;MT;Americana;SP;4;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Anapolis;GO;29;2;2;SUBSIDIÁRIO
Alto Garcas;MT;Aparecida Do Taboado;MS;27;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Aracaju;SE;10;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Aracatuba;SP;7;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Arapiraca;AL;17;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Araraquara;SP;10;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Ariquemes;RO;579;21;3;SUBSIDIÁRIO
Alto Garcas;MT;Barreiras;BA;11;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Belo Horizonte;MG;24;1;2;SUBSIDIÁRIO
Alto Garcas;MT;Betim;MG;3;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Brasilia;DF;218;8;2;SUBSIDIÁRIO
Alto Garcas;MT;Cacu;GO;27;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Campinas;SP;81;3;4;SUBSIDIÁRIO
Alto Garcas;MT;Caruaru;PE;1;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Cassilandia;MS;15;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Catanduva;SP;45;2;1;SUBSIDIÁRIO
Alto Garcas;MT;Chapadao Do Sul;MS;129;5;1;SUBSIDIÁRIO
Alto Garcas;MT;Costa Rica;MS;449;17;1;SUBSIDIÁRIO
Alto Garcas;MT;Feira De Santana;BA;6;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Fernandopolis;SP;25;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Goiania;GO;1938;70;4;SUBSIDIÁRIO
Alto Garcas;MT;Ilha Solteira;SP;1;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Itaberaba;BA;20;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Itaja;GO;1;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Ituiutaba;MG;34;2;2;SUBSIDIÁRIO
Alto Garcas;MT;Itumbiara;GO;140;5;2;SUBSIDIÁRIO
Alto Garcas;MT;Jales;SP;39;2;1;SUBSIDIÁRIO
Alto Garcas;MT;Jatai;GO;400;15;5;SUBSIDIÁRIO
Alto Garcas;MT;Ji-Parana;RO;1008;36;3;SUBSIDIÁRIO
Alto Garcas;MT;Juiz De Fora;MG;1;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Jundiai;SP;10;1;2;SUBSIDIÁRIO
Alto Garcas;MT;Limeira;SP;1;1;3;SUBSIDIÁRIO
Alto Garcas;MT;Luis Eduardo Magalhaes;BA;6;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Maceio;AL;23;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Mineiros;GO;2657;95;5;SUBSIDIÁRIO
Alto Garcas;MT;Paranaiba;MS;499;18;2;SUBSIDIÁRIO
Alto Garcas;MT;Pimenta Bueno;RO;569;21;3;SUBSIDIÁRIO
Alto Garcas;MT;Porto Velho;RO;440;16;2;SUBSIDIÁRIO
Alto Garcas;MT;Ribeirao Preto;SP;71;3;2;SUBSIDIÁRIO
Alto Garcas;MT;Rio Claro;SP;10;1;2;SUBSIDIÁRIO
Alto Garcas;MT;Rio De Janeiro;RJ;32;2;2;SUBSIDIÁRIO
Alto Garcas;MT;Rio Verde;GO;448;16;5;SUBSIDIÁRIO
Alto Garcas;MT;Santa Fe Do Sul;SP;49;2;1;SUBSIDIÁRIO
Alto Garcas;MT;Santa Rita Do Araguaia;GO;2468;89;3;SUBSIDIÁRIO
Alto Garcas;MT;Sao Carlos;SP;1;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Sao Jose Do Rio Preto;SP;215;8;2;SUBSIDIÁRIO
Alto Garcas;MT;Sao Paulo;SP;101;4;3;SUBSIDIÁRIO
Alto Garcas;MT;Tres Lagoas;MS;2;1;1;SUBSIDIÁRIO
Alto Garcas;MT;Uberaba;MG;66;3;2;SUBSIDIÁRIO
Alto Garcas;MT;Uberlandia;MG;250;9;3;SUBSIDIÁRIO
Alto Garcas;MT;Vilhena;RO;848;31;3;SUBSIDIÁRIO
Alto Garcas;MT;Votuporanga;SP;15;1;1;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Arraias;TO;202;8;2;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Aurora Do Tocantins;TO;21;1;3;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Combinado;TO;60;3;3;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Conceicao Do Tocantins;TO;4;1;1;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Dianopolis;TO;49;2;2;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Novo Alegre;TO;128;5;3;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Palmas;TO;342;13;2;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Peritoro;MA;3;1;1;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Ponte Alta Do Bom Jesus;TO;1;1;2;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Porto Nacional;TO;21;1;2;SUBSIDIÁRIO
Alto Paraiso De Goias;GO;Taguatinga;TO;116;5;3;SUBSIDIÁRIO
Alto Parana;PR;Campinas;SP;58;3;1;SUBSIDIÁRIO
Alto Parana;PR;Itapetininga;SP;2;1;1;SUBSIDIÁRIO
Alto Parana;PR;Piraju;SP;2;1;1;SUBSIDIÁRIO
Alto Parana;PR;Sao Paulo;SP;1030;37;1;SUBSIDIÁRIO
Alto Parana;PR;Sorocaba;SP;27;1;1;SUBSIDIÁRIO
Alto Parnaiba;MA;Barreiras;BA;43;2;1;SUBSIDIÁRIO
Alto Parnaiba;MA;Brasilia;DF;705;26;1;SUBSIDIÁRIO
Alto Parnaiba;MA;Corrente;PI;621;23;1;SUBSIDIÁRIO
Alto Parnaiba;MA;Formosa Do Rio Preto;BA;4;1;1;SUBSIDIÁRIO
Alto Parnaiba;MA;Luis Eduardo Magalhaes;BA;35;2;1;SUBSIDIÁRIO
Alto Parnaiba;MA;Sao Goncalo Do Gurgueia;PI;136;5;1;SUBSIDIÁRIO
Alto Taquari;MT;Americana;SP;2;1;2;SUBSIDIÁRIO
Alto Taquari;MT;Aparecida Do Taboado;MS;117;5;1;SUBSIDIÁRIO
Alto Taquari;MT;Araraquara;SP;31;2;2;SUBSIDIÁRIO
Alto Taquari;MT;Campinas;SP;67;3;2;SUBSIDIÁRIO
Alto Taquari;MT;Cassilandia;MS;1106;40;1;SUBSIDIÁRIO
Alto Taquari;MT;Catanduva;SP;21;1;2;SUBSIDIÁRIO
Alto Taquari;MT;Chapadao Do Sul;MS;2099;75;1;SUBSIDIÁRIO
Alto Taquari;MT;Fernandopolis;SP;133;5;1;SUBSIDIÁRIO
